Name,Score,Genre,Episodes,Studios,Rating
Ranma ½: Tendou-ke no Oyobidenai Yatsura!,7,Comedy,4,Unknown,PG-13 - Teens 13 or older
Suite Precure♪ Movie: Torimodose! Kokoro ga Tsunagu Kiseki no Melody♪,7,Kids,4,Toei Animation,G - All Ages
Ranma ½: Totteoki Talk - Best of Memories,7,Slice of Life,4,Unknown,PG-13 - Teens 13 or older
Ranma ½: 1994 Music Calendar,7,Slice of Life,4,Unknown,PG-13 - Teens 13 or older
Ranma ½: DoCo Music Video,7,Comedy,4,Unknown,PG-13 - Teens 13 or older
Ranma ½: Battle ga Ippai 29-nin no Korinai Yatsura,7,Comedy,4,Unknown,PG-13 - Teens 13 or older
Ikoku Meiro no Croisée: Yune & Alice,6,Historical,4,Satelight,G - All Ages
Baka to Test to Shoukanjuu: Spinout! Sore ga Bokura no Nichijou,7,Comedy,4,SILVER LINK.,PG-13 - Teens 13 or older
Double-J,6,Comedy,4,DLE,PG-13 - Teens 13 or older
Fullmetal Alchemist: The Sacred Star of Milos Specials,7,Comedy,4,Bones,PG-13 - Teens 13 or older
Inumarudashi,5,Comedy,4,Gathering,PG-13 - Teens 13 or older
Shinryaku! Ika Musume: Ika Ice Tabena-ika?,7,Music,4,Diomedéa,PG-13 - Teens 13 or older
Sorette♡Dakara ne!,5,Slice of Life,4,Asahi Production,PG-13 - Teens 13 or older
Tennis no Ouji-sama: Pair Prince,7,Comedy,4,Production I.G,PG-13 - Teens 13 or older
Steins;Gate: Oukoubakko no Poriomania,8,Sci-Fi,4,White Fox,PG-13 - Teens 13 or older
Scan2Go,6,Game,4,SynergySP,G - All Ages
Koukaku Kidoutai: Stand Alone Complex - Tachikoma na Hibi (TV),7,Sci-Fi,4,Production I.G,PG - Children
Saki Achiga-hen: Episode of Side-A,7,Game,4,Studio Gokumi,PG-13 - Teens 13 or older
Nurarihyon no Mago: Gekitou Dai Futsal Taikai! Nuragumi W Cup!!,6,Action,4,Studio Deen,PG-13 - Teens 13 or older
Kyousou Giga,7,Action,4,Toei Animation,PG-13 - Teens 13 or older
Boku wa Tomodachi ga Sukunai Episode 0,7,Slice of Life,4,AIC Build,PG-13 - Teens 13 or older
Ikoku Meiro no Croisée Picture Drama,6,Historical,3,Satelight,G - All Ages
Kakko Kawaii Sengen! 2,6,Comedy,3,Unknown,PG-13 - Teens 13 or older
Ultraman Kids: M7.8 Sei no Yukai na Nakama,6,Kids,3,Unknown,PG - Children
Pokemon: Pikachu no Fuyuyasumi (2000),6,Adventure,3,OLM,PG - Children
Pokemon: Pikachu no Fuyuyasumi (2001),6,Adventure,3,OLM,PG - Children
Kowarekake no Orgel (Movie),7,Sci-Fi,3,Actas,G - All Ages
Tantei Opera Milky Holmes: Summer Special,7,Comedy,3,J.C.Staff,PG-13 - Teens 13 or older
Nogizaka Haruka no Himitsu: Finale,7,Comedy,3,Diomedéa,PG-13 - Teens 13 or older
Itsuka Tenma no Kuro Usagi: Kokoro Utsuri no Toukoubi - School Attendance Day,7,Comedy,3,Zexcs,R - 17+ (violence & profanity)
Hourou Musuko Specials,8,Drama,3,AIC Classic,PG-13 - Teens 13 or older
Nekogami Yaoyorozu: Ohanami Ghostbusters,7,Comedy,3,AIC PLUS+,PG-13 - Teens 13 or older
Mushi no Tameiki,5,Music,3,Unknown,G - All Ages
Koukaku Kidoutai: Stand Alone Complex - The Laughing Man - Tachikoma na Hibi,7,Sci-Fi,3,Production I.G,PG - Children
Koukaku Kidoutai: Stand Alone Complex 2nd GIG - Individual Eleven - Tachikoma na Hibi,7,Sci-Fi,3,Production I.G,PG - Children
Koukaku Kidoutai: Stand Alone Complex - Tachikoma na Hibi - Interval,6,Sci-Fi,3,Production I.G,G - All Ages
Koukaku Kidoutai: Stand Alone Complex - Solid State Society 3D - Tachikoma na Hibi,7,Sci-Fi,3,Production I.G,PG - Children
Toei Robot Girls,5,Parody,3,Toei Animation,PG-13 - Teens 13 or older
High Score,6,Slice of Life,3,DLE,PG-13 - Teens 13 or older
48x61,5,Sports,3,Madhouse,PG-13 - Teens 13 or older
Inazuma Eleven Go: Kyuukyoku no Kizuna Gryphon,7,Sci-Fi,3,OLM,G - All Ages
Toshokan Sensou: Kakumei no Tsubasa,8,Action,3,Production I.G,PG-13 - Teens 13 or older
Pokemon 3D Adventure 2: Pikachu no Kaitei Daibouken,7,Adventure,3,OLM,PG - Children
Inu x Boku SS,7,Comedy,3,David Production,PG-13 - Teens 13 or older
Battle Spirits: Heroes,6,Game,3,Sunrise,PG - Children
Pokemon 3D Adventure: Mew wo Sagase!,7,Adventure,3,OLM,PG - Children
"Natsu-iro Egao de 1, 2, Jump!",7,Music,3,Sunrise,PG-13 - Teens 13 or older
Install Pilot,6,Action,3,Asahi Production,R - 17+ (violence & profanity)
Shin Maple Town Monogatari: Palm Town-hen - Konnichiwa! Atarashii Machi,6,Slice of Life,3,Toei Animation,G - All Ages
Doraemon Movie 32: Nobita to Kiseki no Shima - Animal Adventure,7,Adventure,3,Unknown,PG - Children
Hunter x Hunter (2011),9,Action,3,Madhouse,PG-13 - Teens 13 or older
Pokemon: Pikachu no Fushigi na Fushigi na Daibouken,6,Adventure,3,OLM,PG - Children
Pokemon Introductory Recap,6,Fantasy,3,OLM,PG - Children
Hellsing: The Dawn,7,Action,3,Graphinica,R - 17+ (violence & profanity)
Kill Me Baby,7,Comedy,3,J.C.Staff,PG-13 - Teens 13 or older
Nurarihyon no Mago: Sennen Makyou Recaps,7,Action,3,Studio Deen,PG-13 - Teens 13 or older
Ziggy: Soreyuke! R&R Band,6,Adventure,3,Studio Deen,PG-13 - Teens 13 or older
Tiger & Bunny Pilot,6,Action,3,Sunrise,PG-13 - Teens 13 or older
Honoo no Alpenrose,6,Historical,3,Tatsunoko Production,PG-13 - Teens 13 or older
Busou Shinki Moon Angel,7,Action,3,"TNK, Kinema Citrus",PG-13 - Teens 13 or older
Another,8,Mystery,3,P.A. Works,R - 17+ (violence & profanity)
Usagi Drop Specials,8,Josei,3,Production I.G,PG-13 - Teens 13 or older
Sekaiichi Hatsukoi 2,8,Comedy,3,Studio Deen,PG-13 - Teens 13 or older
Hybrid Child,8,Drama,3,Studio Deen,PG-13 - Teens 13 or older
Cross Fight B-Daman,6,Game,3,SynergySP,G - All Ages
Papa no Iukoto wo Kikinasai!,7,Comedy,3,feel.,PG-13 - Teens 13 or older
Pair,6,Music,3,Unknown,G - All Ages
Machikado no Märchen,6,Music,3,Unknown,PG-13 - Teens 13 or older
Rinne no Lagrange,7,Action,3,Xebec,PG-13 - Teens 13 or older
Amagami SS+ Plus,7,Slice of Life,3,AIC,PG-13 - Teens 13 or older
Hidamari Sketch x SP,8,Slice of Life,3,Shaft,PG-13 - Teens 13 or older
Hidamari Sketch x Honeycomb,8,Slice of Life,3,Shaft,PG-13 - Teens 13 or older
Brave 10,7,Action,3,TMS Entertainment,R - 17+ (violence & profanity)
Ao no Exorcist: Kuro no Iede,7,Action,3,A-1 Pictures,PG-13 - Teens 13 or older
Ganso Tensai Bakabon,6,Slice of Life,3,Unknown,G - All Ages
Maken Liner 0011 Henshin Seyo!,6,Action,3,Toei Animation,PG - Children
Keroro Gunsou: Mushakero Ohirome Sengoku Ranstar Dai Battle,7,Action,3,Sunrise,PG - Children
Black★Rock Shooter (TV),7,Action,3,"Ordet, SANZIGEN",PG-13 - Teens 13 or older
Keroro Gunsou: KeroZero Shupattsudayo! Zeninshuugou!,7,Action,3,Sunrise,PG - Children
Zero no Tsukaima F,8,Adventure,3,J.C.Staff,PG-13 - Teens 13 or older
A-Channel+smile,7,Comedy,3,Studio Gokumi,PG-13 - Teens 13 or older
Tantei Opera Milky Holmes Dai 2 Maku,7,Mystery,3,"J.C.Staff, Artland",PG-13 - Teens 13 or older
"Kono Danshi, Uchuujin to Tatakaemasu.",7,Action,3,CoMix Wave Films,G - All Ages
Micro Teukgongdae Diatron 5,5,Action,3,Unknown,PG - Children
Dragon Ball Kai: Mirai ni Heiwa wo! Goku no Tamashii yo Eien ni,8,Action,3,Toei Animation,PG-13 - Teens 13 or older
Shin Tennis no Ouji-sama,8,Action,3,"Production I.G, M.S.C",PG-13 - Teens 13 or older
.hack//The Movie: Sekai no Mukou ni,7,Action,3,Anima,PG-13 - Teens 13 or older
Digimon Xros Wars: Toki wo Kakeru Shounen Hunter-tachi,6,Action,3,Toei Animation,PG - Children
Hell Target,5,Space,3,Unknown,R - 17+ (violence & profanity)
Ano Natsu de Matteru,7,Comedy,3,J.C.Staff,PG-13 - Teens 13 or older
Rurouni Kenshin: Meiji Kenkaku Romantan - Shin Kyoto-hen,7,Action,3,Studio Deen,R - 17+ (violence & profanity)
UFO Princess Valkyrie: Recap,6,Comedy,3,TNK,PG-13 - Teens 13 or older
Yuureisen,6,Supernatural,3,Unknown,G - All Ages
Chibi☆Devi!,7,Fantasy,3,SynergySP,PG - Children
Dororo Pilot,6,Action,3,Mushi Production,PG-13 - Teens 13 or older
Redline Pilot,7,Cars,3,Madhouse,PG-13 - Teens 13 or older
Sekiranun Graffiti,7,Music,3,Studio Deen,G - All Ages
Recorder to Randoseru Do♪,7,Comedy,3,Seven,PG-13 - Teens 13 or older
Kiss Dum: Omokage,6,Mecha,3,Satelight,PG-13 - Teens 13 or older
Kami nomi zo Shiru Sekai: Nonstop!! Hunters,7,Music,3,Manglobe,PG-13 - Teens 13 or older
Bouei Honou / Evidence,6,Music,3,Unknown,G - All Ages
Hello Kitty: Ringo no Mori no Fantasy,6,Comedy,3,Asahi Production,PG - Children
Un-Go: Inga-ron,8,Mystery,3,Bones,R - 17+ (violence & profanity)
Yamatarou Kaeru,6,Kids,3,Tezuka Productions,G - All Ages
Hate You,6,Action,3,Unknown,PG-13 - Teens 13 or older
Sengoku☆Paradise Kiwami,6,Action,3,"Milky Cartoon, LMD",PG-13 - Teens 13 or older
Toradora!: Bentou no Gokui,7,Slice of Life,3,J.C.Staff,PG-13 - Teens 13 or older
Sougen no Ko Tenguri,6,Adventure,3,Shin-Ei Animation,G - All Ages
Precure All Stars DX the Dance Live♥: Miracle Dance Stage e Youkoso,7,Fantasy,3,Toei Animation,G - All Ages
Steins;Gate Movie: Fuka Ryouiki no Déjà vu,9,Sci-Fi,3,White Fox,PG-13 - Teens 13 or older
Jubilee,5,Dementia,3,Unknown,G - All Ages
Kami nomi zo Shiru Sekai: Natsu-iro Surprise,7,Music,3,Manglobe,PG-13 - Teens 13 or older
Perman (1983),6,Kids,3,Shin-Ei Animation,PG - Children
Nisemonogatari,8,Mystery,3,Shaft,R - 17+ (violence & profanity)
Morita-san wa Mukuchi. 2,7,Comedy,3,Seven,PG-13 - Teens 13 or older
Blood Lad,7,Action,3,Brain's Base,PG-13 - Teens 13 or older
Sacred Seven: Shirogane no Tsubasa,7,Action,3,Sunrise,PG-13 - Teens 13 or older
Pink Mizu Dorobou Ame Dorobou,6,Action,3,Toei Animation,PG-13 - Teens 13 or older
Robo to Shoujo (Kari),6,Action,3,Unknown,PG-13 - Teens 13 or older
Hakuouki OVA,7,Action,3,Studio Deen,PG-13 - Teens 13 or older
Natsume Yuujinchou Shi,9,Slice of Life,3,Brain's Base,PG-13 - Teens 13 or older
Chainsaw Maid,5,Comedy,3,Unknown,R - 17+ (violence & profanity)
Takarajima Memorial: Yuunagi to Yobareta Otoko,7,Adventure,3,Madhouse,G - All Ages
Pussycat,4,Fantasy,3,Unknown,R - 17+ (violence & profanity)
CCW: Crazy Clay Wrestling,4,Sports,3,Unknown,PG-13 - Teens 13 or older
Bloody Date,4,Horror,3,Unknown,R - 17+ (violence & profanity)
Match Uri no Shoujo,6,Drama,3,Toei Animation,G - All Ages
Area no Kishi,7,Comedy,3,Shin-Ei Animation,PG-13 - Teens 13 or older
Yurumates wa?,6,Comedy,3,Unknown,PG-13 - Teens 13 or older
Another: The Other - Inga,7,Horror,3,P.A. Works,R - 17+ (violence & profanity)
Code:Breaker,7,Action,3,Kinema Citrus,R - 17+ (violence & profanity)
Dragon Age: Blood Mage no Seisen,6,Action,3,Oxybot,R - 17+ (violence & profanity)
Kamisama Dolls Specials,6,Comedy,3,Brain's Base,PG-13 - Teens 13 or older
Hoshi no Kirby: Pilot,6,Adventure,3,Unknown,G - All Ages
Space Neko Theater,5,Comedy,3,Unknown,PG-13 - Teens 13 or older
Coluboccoro,6,Sci-Fi,3,Kenji Studio,G - All Ages
Ao no Exorcist Movie,8,Action,3,A-1 Pictures,PG-13 - Teens 13 or older
Kimi to Boku. 2,8,Comedy,3,J.C.Staff,PG-13 - Teens 13 or older
Fate/Zero 2nd Season,9,Action,3,ufotable,R - 17+ (violence & profanity)
Toaru Majutsu no Index Movie: Endymion no Kiseki,8,Action,3,J.C.Staff,R - 17+ (violence & profanity)
Senki Zesshou Symphogear,7,Action,3,"Satelight, Encourage Films",PG-13 - Teens 13 or older
009 Re:Cyborg,7,Action,3,"Production I.G, SANZIGEN",PG-13 - Teens 13 or older
Sword Art Online,7,Action,3,A-1 Pictures,PG-13 - Teens 13 or older
Accel World,7,Action,3,Sunrise,PG-13 - Teens 13 or older
Medaka Box,7,Action,3,"Gainax, Asahi Production",PG-13 - Teens 13 or older
Kuroko no Basket,8,Comedy,3,Production I.G,PG-13 - Teens 13 or older
To Heart 2: Dungeon Travelers,6,Adventure,3,Unknown,PG-13 - Teens 13 or older
Lupin III: Chi no Kokuin - Eien no Mermaid,7,Action,3,Telecom Animation Film,PG-13 - Teens 13 or older
Dog Days',7,Action,3,Seven Arcs,PG-13 - Teens 13 or older
Haiyore! Nyaruko-san,7,Sci-Fi,3,Xebec,PG-13 - Teens 13 or older
Toriko: Barbarian Ivy wo Hokaku Seyo!,7,Action,3,Unknown,PG-13 - Teens 13 or older
Wish Me Mell,6,Kids,3,Unknown,G - All Ages
Sore Ike! Anpanman: Ruby no Negai,6,Comedy,3,Unknown,PG - Children
"Tamayura: Hitotose - Attakai Kaze no Omoide, Nanode",7,Comedy,3,TYO Animations,G - All Ages
Forsaken,6,Music,3,Gonzo,PG-13 - Teens 13 or older
Midori no Neko,5,Mystery,3,Tezuka Productions,G - All Ages
gdgd Fairies,7,Comedy,3,Unknown,G - All Ages
Manga Mitokoumon,6,Historical,3,Unknown,PG-13 - Teens 13 or older
Qin Shi Ming Yue: Zhu Zi Bai Jia,7,Action,3,Sparkly Key Animation Studio,PG-13 - Teens 13 or older
Qin Shi Ming Yue: Ye Jin Tianming,7,Action,3,Sparkly Key Animation Studio,PG-13 - Teens 13 or older
Danshi Koukousei no Nichijou,8,Slice of Life,3,Sunrise,PG-13 - Teens 13 or older
Pokemon: Pikachu no Summer Bridge Story,6,Adventure,3,OLM,PG - Children
Cipher,5,Drama,3,Magic Bus,PG-13 - Teens 13 or older
Bloody Night,4,Horror,3,Unknown,R - 17+ (violence & profanity)
Oraa Guzura Dado (1987),6,Comedy,3,Tatsunoko Production,PG - Children
Nendo no Tatakai 2,3,Action,3,Unknown,PG-13 - Teens 13 or older
Kokoro Connect,8,Slice of Life,3,SILVER LINK.,PG-13 - Teens 13 or older
The iDOLM@STER: 765 Pro to Iu Monogatari,7,Music,3,A-1 Pictures,PG-13 - Teens 13 or older
Nendo no Tatakai,3,Action,3,Unknown,PG - Children
Pretty Rhythm: Aurora Dream - Prism Shougekijou,7,Comedy,3,Tatsunoko Production,PG - Children
Within the Bloody Woods,3,Horror,3,Unknown,R - 17+ (violence & profanity)
Major: World Series,8,Comedy,3,SynergySP,PG-13 - Teens 13 or older
Zoku Attacker You! Kin Medal e no Michi,6,Sports,3,Unknown,G - All Ages
Oda Nobuna no Yabou,7,Comedy,3,"Madhouse, Studio Gokumi",PG-13 - Teens 13 or older
Mahou Shoujo Madoka★Magica Movie 1: Hajimari no Monogatari,8,Psychological,3,Shaft,PG-13 - Teens 13 or older
Mahou Shoujo Madoka★Magica Movie 2: Eien no Monogatari,8,Drama,3,Shaft,PG-13 - Teens 13 or older
Mahou Shoujo Madoka★Magica Movie 3: Hangyaku no Monogatari,8,Mystery,3,Shaft,PG-13 - Teens 13 or older
One Piece 3D: Gekisou! Trap Coaster,7,Action,3,Toei Animation,PG-13 - Teens 13 or older
What's Michael?,6,Comedy,3,Unknown,PG-13 - Teens 13 or older
Tiger & Bunny Movie 1: The Beginning,7,Action,3,Sunrise,PG-13 - Teens 13 or older
Tiger & Bunny Movie 2: The Rising,8,Action,3,Sunrise,PG-13 - Teens 13 or older
Poyopoyo Kansatsu Nikki,8,Slice of Life,3,Studio Deen,PG - Children
Uchuu Senkan Yamato 2199,8,Action,3,"Xebec, AIC",PG-13 - Teens 13 or older
Kingdom,8,Action,3,Studio Pierrot,R - 17+ (violence & profanity)
Dwaeji-ui Wang,7,Psychological,3,Unknown,R - 17+ (violence & profanity)
What's Michael? 2,6,Comedy,3,"J.C.Staff, Kitty Films",G - All Ages
Fairy Tail Movie 1: Houou no Miko,7,Action,3,"Satelight, A-1 Pictures",PG-13 - Teens 13 or older
Rurouni Kenshin Special,7,Action,3,Studio Deen,PG-13 - Teens 13 or older
Hajime no Ippo: Boxer no Kobushi,8,Comedy,3,Madhouse,PG-13 - Teens 13 or older
Black★Rock Shooter,7,Action,3,Unknown,PG-13 - Teens 13 or older
Mahou Shoujo Lyrical Nanoha: Lyrical Toy Box,6,Magic,3,Unknown,G - All Ages
Detective Conan Movie 16: The Eleventh Striker,8,Adventure,3,TMS Entertainment,G - All Ages
Natsu-iro Kiseki,7,School,3,Sunrise,PG-13 - Teens 13 or older
Towa no Kizuna,6,Music,3,Unknown,G - All Ages
Yurumates 3D,6,Slice of Life,3,C2C,PG-13 - Teens 13 or older
Sekaikei Sekai Ron,6,Sci-Fi,3,Unknown,G - All Ages
Ra/Radio Noise*Planet,6,Adventure,3,Unknown,PG-13 - Teens 13 or older
Robotica*Robotics,7,Psychological,3,CoMix Wave Films,PG-13 - Teens 13 or older
Kaze no Matasaburou,6,Slice of Life,3,Madhouse,G - All Ages
Backkom,6,Comedy,3,RG Animation Studios,G - All Ages
AKB0048,7,Music,3,Satelight,PG-13 - Teens 13 or older
Busou Chuugakusei: Basket Army,6,Action,3,Asread,PG-13 - Teens 13 or older
Ginga Tetsudou 999: Hoshizora wa Time Machine,6,Drama,3,Toei Animation,G - All Ages
Koi to Senkyo to Chocolate,7,Drama,3,AIC Build,PG-13 - Teens 13 or older
Carnival Phantasm EX Season,7,Comedy,3,Lerche,PG-13 - Teens 13 or older
Hyouka,8,Mystery,3,Kyoto Animation,PG-13 - Teens 13 or older
Smile Precure!,7,Action,3,Toei Animation,G - All Ages
Precure All Stars Movie New Stage: Mirai no Tomodachi,7,Fantasy,3,Toei Animation,G - All Ages
s.CRY.ed Alteration II: Quan,7,Action,3,Sunrise,PG-13 - Teens 13 or older
Galaxy Angel S,7,Sci-Fi,3,Madhouse,PG-13 - Teens 13 or older
Dragon Ball: Episode of Bardock,7,Action,3,Toei Animation,PG-13 - Teens 13 or older
Carnival Phantasm: Illya-jou,7,Parody,3,Lerche,PG - Children
Mikeneko Holmes no Yuurei Joushu,6,Comedy,3,AIC,PG-13 - Teens 13 or older
Takara-sagashi,6,Adventure,3,Studio Ghibli,G - All Ages
Kinnikuman II Sei: Muscle Ninjin Soudatsu sen! Choujin Daisensou,7,Action,3,Toei Animation,PG-13 - Teens 13 or older
Rinne no Lagrange Season 2,7,Action,3,Xebec,PG-13 - Teens 13 or older
Acchi Kocchi (TV),8,Slice of Life,3,AIC,PG-13 - Teens 13 or older
Campione!: Matsurowanu Kamigami to Kamigoroshi no Maou,7,Comedy,3,Diomedéa,PG-13 - Teens 13 or older
Tobacco to Hai,5,Adventure,3,Mushi Production,G - All Ages
Upotte!!,7,Action,3,Xebec,R - 17+ (violence & profanity)
Thermae Romae,7,Comedy,3,"Gonzo, DLE",PG-13 - Teens 13 or older
Soukou Kihei Votoms Recaps,6,Action,3,Sunrise,PG-13 - Teens 13 or older
Dirty Pair Flash 2,7,Action,3,Sunrise,PG-13 - Teens 13 or older
eX-Driver the Movie Specials,6,Comedy,3,Unknown,PG-13 - Teens 13 or older
Ookami Kodomo no Ame to Yuki,9,Fantasy,3,Studio Chizu,PG - Children
Track City,6,Action,3,SBS TV Production,PG - Children
Bakuman. 3rd Season,9,Comedy,3,J.C.Staff,PG-13 - Teens 13 or older
Shining Hearts: Shiawase no Pan,6,Action,3,Production I.G,PG-13 - Teens 13 or older
Oyako Club,6,Slice of Life,3,Eiken,G - All Ages
Touyama Sakura Uchuu Chou: Yatsu no Na wa Gold,6,Action,3,Toei Animation,PG-13 - Teens 13 or older
Yuru Yuri♪♪,8,Slice of Life,3,Doga Kobo,PG-13 - Teens 13 or older
Inga Nikki,6,Parody,3,Bones,G - All Ages
Guilty Crown: Kiseki - Reassortment,7,Action,3,Production I.G,R - 17+ (violence & profanity)
Last Exile: Ginyoku no Fam - Adjournment,6,Action,3,Gonzo,PG-13 - Teens 13 or older
Uchuu Kyoudai,9,Comedy,3,A-1 Pictures,PG-13 - Teens 13 or older
Kyokugen Dasshutsu Adv: Zennin Shibou Desu Prologue,6,Mystery,3,Gonzo,R - 17+ (violence & profanity)
Yuri Seijin Naoko-san (2012),7,Comedy,3,ufotable,PG-13 - Teens 13 or older
"Soukou Kihei Votoms Vol.I: Stories of the ""A.T.Votoms""",6,Action,3,Sunrise,PG-13 - Teens 13 or older
"Soukou Kihei Votoms Vol.II: Highlights from the ""A.T.Votoms""",6,Action,3,Sunrise,PG - Children
Tasogare Otome x Amnesia,8,Horror,3,SILVER LINK.,R - 17+ (violence & profanity)
Ben-To Picture Drama,6,Comedy,3,David Production,PG-13 - Teens 13 or older
Yuu☆Yuu☆Hakusho: Mu Mu Hakusho - Nightmare Hakusho,7,Comedy,3,Studio Pierrot,PG-13 - Teens 13 or older
Hiiro no Kakera,7,Fantasy,3,Studio Deen,PG-13 - Teens 13 or older
Nazo no Kanojo X,7,Romance,3,Hoods Entertainment,R - 17+ (violence & profanity)
Eureka Seven AO,7,Action,3,Bones,PG-13 - Teens 13 or older
Sakasama no Patema,8,Adventure,3,"Studio Rikka, Purple Cow Studio Japan",PG-13 - Teens 13 or older
Gregory Horror Show: The Second Guest,7,Mystery,3,Milky Cartoon,PG - Children
Gregory Horror Show: The Bloody Karte,6,Mystery,3,Milky Cartoon,PG-13 - Teens 13 or older
Garakuta-doori no Stain: Epilogue,6,Comedy,3,Unknown,PG - Children
Crayon Shin-chan Movie 20: Arashi wo Yobu! Ora to Uchuu no Princess,7,Comedy,3,Shin-Ei Animation,G - All Ages
Ai Mai! Moe Can Change!,6,Comedy,3,Unknown,PG-13 - Teens 13 or older
Mirai Nikki (TV): Ura Mirai Nikki,7,Action,3,Asread,R - 17+ (violence & profanity)
C³: Rikan Gakkou Confusion!,7,Action,3,SILVER LINK.,PG-13 - Teens 13 or older
Tentoumushi no Otomurai,5,Music,3,Unknown,G - All Ages
Sakamichi no Apollon,8,Drama,3,"Tezuka Productions, MAPPA",PG-13 - Teens 13 or older
Benkei tai Ushiwaka,5,Action,3,Unknown,G - All Ages
Fate/Prototype,7,Action,3,Lerche,PG-13 - Teens 13 or older
Himitsu no Akko-chan (Movie),6,Magic,3,Toei Animation,G - All Ages
Inazuma Eleven Go Specials,7,Sports,3,OLM,G - All Ages
3 Choume no Tama: Onegai! Momo-chan wo Sagashite!!,6,Adventure,3,Unknown,G - All Ages
Ojamajo Doremi OVA,7,Kids,3,Unknown,G - All Ages
Ijime: Ikenie no Kyoushitsu,5,Drama,3,SynergySP,PG-13 - Teens 13 or older
Tora-chan to Hanayome,6,Drama,3,Unknown,G - All Ages
Sengoku Collection,6,Fantasy,3,Brain's Base,PG-13 - Teens 13 or older
Egomama,7,Music,3,Unknown,G - All Ages
"Mogyutto ""Love"" de Sekkinchuu!",7,Music,3,Sunrise,PG-13 - Teens 13 or older
Danball Senki W,7,Action,3,OLM,G - All Ages
Nisoku Hokou,7,Music,3,Unknown,G - All Ages
Light Lag,6,Music,3,Unknown,G - All Ages
Patalliro! Stardust Keikaku,7,Adventure,3,Toei Animation,PG-13 - Teens 13 or older
"Yuru Yuri: Doushite, Tomaranai, Tokimeki, Dokidoki, Paradox, Eternal",6,Comedy,3,Doga Kobo,PG-13 - Teens 13 or older
Amagami SS+ Plus: Extra Episode+ Plus,7,Romance,3,AIC,PG-13 - Teens 13 or older
Pokemon Movie 15: Kyurem vs. Seikenshi,6,Action,3,OLM,PG - Children
Papa no Iukoto wo Kikinasai!: Pokkapoka,7,Comedy,3,feel.,PG-13 - Teens 13 or older
Ozma,6,Action,3,"Gonzo, LandQ studios",PG-13 - Teens 13 or older
Joshiraku,7,Slice of Life,3,J.C.Staff,PG-13 - Teens 13 or older
Yumeyume,6,Music,3,Unknown,G - All Ages
Code Geass: Hangyaku no Lelouch - Nunnally in Wonderland,6,Comedy,3,Sunrise,PG-13 - Teens 13 or older
Kiss Dum R: Meguriahi,6,Mecha,3,Satelight,PG-13 - Teens 13 or older
Tight-rope,7,Romance,3,PrimeTime,PG-13 - Teens 13 or older
Tales of Gekijou,7,Comedy,3,Sunrise,G - All Ages
Tales of Symphonia The Animation: Sekai Tougou-hen Specials,7,Comedy,3,ufotable,G - All Ages
Uta no☆Prince-sama♪ Maji Love 2000%,7,Comedy,3,A-1 Pictures,PG-13 - Teens 13 or older
The Hakkenden: Shin Shou,7,Action,3,AIC,R - 17+ (violence & profanity)
Initial D: Project D to the Next Stage - Project D e Mukete,8,Action,3,Unknown,PG-13 - Teens 13 or older
Thermae Romae Specials,7,Comedy,3,DLE,PG-13 - Teens 13 or older
Bari Bari Densetsu (1987),7,Action,3,Studio Pierrot,PG-13 - Teens 13 or older
Phi Brain: Kami no Puzzle - Orpheus Order-hen,7,Action,3,Sunrise,PG-13 - Teens 13 or older
Mahoutsukai Jiji,6,Music,3,Unknown,PG - Children
Sora no Otoshimono Final: Eternal My Master,7,Comedy,3,Production IMS,PG-13 - Teens 13 or older
Yasashii Lion,6,Fantasy,3,Unknown,G - All Ages
Yajikita Gakuen Douchuuki,6,Adventure,3,J.C.Staff,PG-13 - Teens 13 or older
Chinkoroheibei Tamatebako,5,Kids,3,Unknown,G - All Ages
Shirokuma Cafe,8,Slice of Life,3,Studio Pierrot,G - All Ages
Shakugan no Shana-tan III (Final): Final Destruction,7,Comedy,3,J.C.Staff,PG-13 - Teens 13 or older
Ultraman USA,6,Action,3,Unknown,PG-13 - Teens 13 or older
Star Driver the Movie,7,Action,3,Bones,PG-13 - Teens 13 or older
One Piece Film: Z,8,Action,3,Toei Animation,PG-13 - Teens 13 or older
Pretty Rhythm: Dear My Future,7,Slice of Life,3,"Tatsunoko Production, Dongwoo A&E",PG - Children
Ai wa KAT-TUN,5,Comedy,3,Unknown,G - All Ages
Tsuki no Sango,6,Drama,3,ufotable,G - All Ages
Ginga e Kickoff!!,7,Sports,3,TYO Animations,PG - Children
Bokura no: Tsuisou,6,Sci-Fi,3,Gonzo,R - 17+ (violence & profanity)
Dantalian no Shoka: Ibarahime,7,Action,3,Gainax,PG-13 - Teens 13 or older
Tsuki wa Higashi ni Hi wa Nishi ni: Operation Sanctuary OVA,6,Comedy,3,Unknown,PG-13 - Teens 13 or older
Tsuritama,8,Comedy,3,A-1 Pictures,PG-13 - Teens 13 or older
Dynamic Super Robots Soushingekki,6,Action,3,Unknown,PG - Children
Danshi Koukousei no Nichijou Specials,8,Comedy,3,Sunrise,PG-13 - Teens 13 or older
Tsuki ga Noboru made ni,6,Drama,3,Unknown,G - All Ages
Sekiei Ayakashi Mangatan,6,Fantasy,3,Unknown,PG-13 - Teens 13 or older
Madang-eul Naon Amtalg,8,Adventure,3,Odolttogi,G - All Ages
Yoru no Hi,5,Psychological,3,Unknown,G - All Ages
